Priority,Product,Tab,Row,Module,Endpoint,Path,Method,SuggestedMethod,HasRequest,HasResponse,Action
P1,kpost-api,KatchupAPI,223,General Setting,,/generalSetting/changeTheme,,POST?,yes,no,Add the HTTP method (GET/POST/PUT/DELETE) for this row.
P1,kpost-api,KatchupAPI,224,General Setting,,/generalSetting/katchupNotification,,,text only,no,Add the HTTP method (GET/POST/PUT/DELETE) for this row.
P1,kpost-api,KatchupAPI,225,General Setting,,/generalSetting/kmailNotification,,,text only,no,Add the HTTP method (GET/POST/PUT/DELETE) for this row.
P1,kpost-api,KatchupAPI,226,General Setting,,/generalSetting/kallNotification,,,text only,no,Add the HTTP method (GET/POST/PUT/DELETE) for this row.
P1,kpost-api,KatchupAPI,229,Katchup,,/v2/katchup/generateThumbnailUsingUUID,,POST?,yes,no,Add the HTTP method (GET/POST/PUT/DELETE) for this row.
P1,kpost-api,KatchupAPI,230,Common,,/v2/common/updateFlutterAppVersion,,POST?,yes,no,Add the HTTP method (GET/POST/PUT/DELETE) for this row.
P1,kpost-api,KatchupAPI,231,Common,,/v2/common/getCompanyDetailsByMobileNoAndproductId,,GET?,yes,no,Add the HTTP method (GET/POST/PUT/DELETE) for this row.
P1,kpost-api,KatchupAPI,232,Common,,/v2/common/pinCode,,,yes,no,Add the HTTP method (GET/POST/PUT/DELETE) for this row.
P1,kpost-api,KatchupAPI,233,Profile,,/v2/profile/getUserBasicDetailsUsingKpostID,,GET?,yes,no,Add the HTTP method (GET/POST/PUT/DELETE) for this row.
P1,kpost-api,KatchupAPI,234,AI,,/ai/chatResponse,,,text only,no,Add the HTTP method (GET/POST/PUT/DELETE) for this row.
P1,kpost-api,KatchupAPI,236,AI,,/ai/messages/1,,,no,no,Add the HTTP method (GET/POST/PUT/DELETE) for this row.
P1,kpost-api,KatchupAPI,237,Kword,,/kword/create,,POST?,text only,no,Add the HTTP method (GET/POST/PUT/DELETE) for this row.
P1,kpost-api,KatchupAPI,238,Kword,,/kword/saveContent,,POST?,yes,no,Add the HTTP method (GET/POST/PUT/DELETE) for this row.
P1,kpost-api,KatchupAPI,242,Kword,,/kword/share,,POST?,yes,no,Add the HTTP method (GET/POST/PUT/DELETE) for this row.
P1,kpost-api,KatchupAPI,243,KPresentation,,/kpresentation/create,,POST?,yes,no,Add the HTTP method (GET/POST/PUT/DELETE) for this row.
P1,kpost-api,KatchupAPI,244,KPresentation,,/kpresentation/savePresentation,,POST?,yes,no,Add the HTTP method (GET/POST/PUT/DELETE) for this row.
P1,kpost-api,KatchupAPI,248,Common,,/v2/common/getUserDetailsByMobNo,,GET?,yes,no,Add the HTTP method (GET/POST/PUT/DELETE) for this row.
P1,kpost-api,KatchupAPI,249,Profile,,/v2/profile/updatePrivacySettingDetails/,,POST?,yes,no,Add the HTTP method (GET/POST/PUT/DELETE) for this row.
P1,kpost-api,KatchupAPI,250,AI,,/ai/messageAssist,,,text only,no,Add the HTTP method (GET/POST/PUT/DELETE) for this row.
P1,kpost-api,KatchupAPI,251,Common,,/v2/common/getKpostIdUsingModule,,GET?,yes,no,Add the HTTP method (GET/POST/PUT/DELETE) for this row.
P1,kpost-api,KatchupAPI,254,Common,,/v2/common/getCitiesByRegionId/,,GET?,yes,no,Add the HTTP method (GET/POST/PUT/DELETE) for this row.
P1,kpost-api,KatchupAPI,256,Knews,,/v2/knews/getSubCategoriesByCategoryId/,,GET?,yes,no,Add the HTTP method (GET/POST/PUT/DELETE) for this row.
P1,kpost-api,KatchupAPI,257,Knews,,/v2/knews/getPublicationByLanguageId/,,GET?,yes,no,Add the HTTP method (GET/POST/PUT/DELETE) for this row.
P1,kpost-api,KatchupAPI,259,Knews,,/v2/knews/updateKnewsSettings/,,POST?,yes,no,Add the HTTP method (GET/POST/PUT/DELETE) for this row.
P1,kpost-api,KatchupAPI,262,Kword,,/kword/joinDocument,,,yes,no,Add the HTTP method (GET/POST/PUT/DELETE) for this row.
P1,kpost-api,KatchupAPI,266,Kword,,/kword/update,,POST?,yes,no,Add the HTTP method (GET/POST/PUT/DELETE) for this row.
P1,kpost-api,KatchupAPI,267,Kword,,/kword/isConvertToKad,,GET?,yes,no,Add the HTTP method (GET/POST/PUT/DELETE) for this row.
P1,kpost-api,KatchupAPI,268,Kword,,/kword/deleteHeading,,POST?,yes,no,Add the HTTP method (GET/POST/PUT/DELETE) for this row.
P1,kpost-api,Sheet3,10,,,/common/mobileNoExist/,,,yes,yes,Add the HTTP method (GET/POST/PUT/DELETE) for this row.
P1,kpost-api,Sheet3,11,,,/v2/common/mobileNoExist/,,,no,yes,Add the HTTP method (GET/POST/PUT/DELETE) for this row.
P1,kpost-api,Sheet3,12,,,/signupLogin/signup/,,POST?,yes,yes,Add the HTTP method (GET/POST/PUT/DELETE) for this row.
P1,kpost-api,Sheet3,13,,,/v2/signupLogin/signup/,,POST?,no,yes,Add the HTTP method (GET/POST/PUT/DELETE) for this row.
P1,kpost-api,Sheet3,14,,,/v2/common/sendOTP/,,POST?,yes,yes,Add the HTTP method (GET/POST/PUT/DELETE) for this row.
P1,kpost-api,Sheet3,15,,,/common/sendOTP/,,POST?,no,yes,Add the HTTP method (GET/POST/PUT/DELETE) for this row.
P1,kpost-api,Sheet3,16,,,/v2/common/validateOTP/,,POST?,yes,yes,Add the HTTP method (GET/POST/PUT/DELETE) for this row.
P1,kpost-api,Sheet3,17,,,/common/validateOTP/,,POST?,no,yes,Add the HTTP method (GET/POST/PUT/DELETE) for this row.
P1,kpost-api,Sheet3,19,,,/v2/signupLogin/kpostIdExist/,,,yes,yes,Add the HTTP method (GET/POST/PUT/DELETE) for this row.
P1,kpost-api,Sheet3,20,,,/v2/signupLogin/kpostIdExist/,,,yes,yes,Add the HTTP method (GET/POST/PUT/DELETE) for this row.
P1,kpost-api,Sheet3,21,,,/v2/common/postalPinCode/,,POST?,yes,yes,Add the HTTP method (GET/POST/PUT/DELETE) for this row.
P1,kpost-api,Sheet3,22,,,/v2/common/sendOTPtoMail/,,POST?,yes,yes,Add the HTTP method (GET/POST/PUT/DELETE) for this row.
P1,kpost-api,Sheet3,23,,,/v2/common/validateMailOTP/,,POST?,yes,yes,Add the HTTP method (GET/POST/PUT/DELETE) for this row.
P1,kpost-api,Sheet3,24,,,/v2/signupLogin/kpostIDsuggestionList/,,,yes,yes,Add the HTTP method (GET/POST/PUT/DELETE) for this row.
P1,kpost-api,Sheet3,25,,,/v2/signupLogin/fetchUserDetails,,GET?,yes,yes,Add the HTTP method (GET/POST/PUT/DELETE) for this row.
P2,kmail-api,KMAILAPI,5,Kmail,,/common/postBoxContacts/,POST,,text only,yes,Add the request payload.
P2,kmail-api,KMAILAPI,16,Kmail,,/common/frequentKmailContact/,POST,,text only,yes,Add the request payload.
P2,kmail-api,KMAILAPI,17,Kmail,,/common/unOpenedMailCountBySenderID/,POST,,text only,yes,Add the request payload.
P2,kmail-api,KMAILAPI,18,Kmail,,/common/miscellaneousContacts/,POST,,text only,yes,Add the request payload.
P2,kmail-api,KMAILAPI,19,Kmail,,/common/convertMailAsPDF/,POST,,no,no,Add the request payload and a sample response.
P2,kmail-api,KMAILAPI,23,Kmail,,/sentMail/loadOtherDomainMails/,POST,,text only,yes,Add the request payload.
P2,kmail-api,KMAILAPI,25,Kmail,,/draft/getAllDraftMails/,POST,,text only,yes,Add the request payload.
P2,kmail-api,KMAILAPI,26,Kmail,,/draft/getDraftMailsContacts/,POST,,text only,yes,Add the request payload.
P2,kmail-api,KMAILAPI,30,Kmail,,/readMail/referenceMailContent/,POST,,yes,no,Add a sample response.
P2,kmail-api,KMAILAPI,38,Kmail,,/kmailSetting/getDigitalSignature,GET,,text only,no,Add a sample response.
P2,kmail-api,KMAILAPI,42,Kmail,,/common/statusOfKmailsContactsTotalCount/,GET,,text only,no,Add a sample response.
P2,kmail-api,KMAILAPI,45,Kmail,,/v2/sentMail/postMail/,POST,,yes,no,Add a sample response.
P2,kmail-api,KMAILAPI,46,Kmail,,/readMail/getCopiesInfo/{kmailID},GET,,no,no,Add a sample response.
P2,kmail-api,KMAILAPI,47,Kmail,,/v2/aws/generate-presigned-url,POST,,yes,no,Add a sample response.
P2,kmail-api,KMAILAPI,48,Kmail,,/v2/readMail/downloadODAttachment,POST,,yes,no,Add a sample response.
P2,kmail-api,KMAILAPI,49,Kmail,,/readMail/downloadThumbnail/{uuid},GET,,text only,no,Add a sample response.
P2,kmail-api,KMAILAPI,50,Kmail,,/readMail/mediaStreaming/{uuid},GET,,text only,no,Add a sample response.
P2,kmail-api,KMAILAPI,51,Kmail,,/kmailSetting/deleteCustomizedInstantReply,POST,,yes,no,Add a sample response.
P2,kmail-api,KMAILAPI,52,Kmail,,/kmailSetting/saveOrUpdateCustomizedInstantReply,POST,,yes,no,Add a sample response.
P2,kmail-api,KMAILAPI,53,Kmail,,/common/kmailGroupReadStatus/,POST,,yes,no,Add a sample response.
P2,kmail-api,KMAILAPI,55,Kmail,,/kmailSetting/saveOrUpdateCustomizedSaluations,POST,,yes,no,Add a sample response.
P2,kmail-api,KMAILAPI,56,Kmail,,/kmailSetting/deleteCustomizedSaluation,POST,,yes,no,Add a sample response.
P2,kmail-api,KMAILAPI,57,Kmail,,/readMail/getKmailDetailsUsingKmailID,POST,,yes,no,Add a sample response.
P2,kmail-api,KMAILAPI,58,Kmail,,/readMail/download/{uuid},POST,,text only,no,Add the request payload and a sample response.
P2,kmail-api,KMAILAPI,60,Kmail,,/kmailSetting/getAllLetterHead,GET,,text only,no,Add a sample response.
P2,kmail-api,KMAILAPI,61,Kmail,,/kmailSetting/setLetterHead,POST,,yes,no,Add a sample response.
P2,kmail-api,KMAILAPI,62,Kmail,,/kmailSetting/getLetterHead,GET,,text only,no,Add a sample response.
P2,kmail-api,KMAILAPI,63,Kmail,,/kmailSetting/saveOrUpdateMailSignaturePersonalData,POST,,yes,no,Add a sample response.
P2,kmail-api,KMAILAPI,64,Kmail,,/kmailSetting/saveOrUpdateMailSignatureCompanyData,POST,,yes,no,Add a sample response.
P2,kmail-api,KMAILAPI,65,Kmail,,/kmailSetting/saveOrUpdateMailSignatureGraphics,POST,,yes,no,Add a sample response.
P2,kmail-api,KMAILAPI,66,Kmail,,/kmailSetting/saveOrUpdateMailSignatureStyle,POST,,yes,no,Add a sample response.
P2,kmail-api,KMAILAPI,67,Kmail,,/kmailSetting/saveOrUpdateMailSignatureSocialMediaLink,POST,,yes,no,Add a sample response.
P2,kmail-api,KMAILAPI,68,Kmail,,/kmailSetting/getMailSignature,GET,,text only,no,Add a sample response.
P2,kmail-api,KMAILAPI,69,Kmail,,/kmailSetting/getLetterHeadTemplate,GET,,text only,no,Add a sample response.
P2,kmail-api,KMAILAPI,70,Kmail,,/kmailSetting/saveOrUpdateMailSignatureTemplateId,POST,,yes,no,Add a sample response.
P2,kmail-api,KMAILAPI,71,Kmail,,/kmailSetting/saveOrUpdateMailSignature,POST,,yes,no,Add a sample response.
P2,kmail-api,KMAILAPI,72,Kmail,,/kmailSetting/deleteLetterHead,POST,,yes,no,Add a sample response.
P2,kmail-api,KMAILAPI,73,Kmail,,/sentMail/postBulkMail,POST,,yes,no,Add a sample response.
P2,kmail-api,KMAILAPI,74,Kmail,,/sentMail/bulkMail/status/{fromAddress},GET,,text only,no,Add a sample response.
P2,kmail-api,KMAILAPI,75,Kmail,,/common/getBulkKmailDashboardMsg,POST,,yes,text only,Add a sample response.
P2,kmail-api,KMAILAPI,76,Kmail,,/common/getAllMailCount,POST,,yes,no,Add a sample response.
P2,kmail-api,KMAILAPI,77,Kmail,,/kmailSetting/updateMailCountDaysLimit,POST,,yes,no,Add a sample response.
P2,kmail-api,KMAILAPI,78,Kmail,,/kmailSetting/getMailCountDaysLimit,GET,,text only,no,Add a sample response.
P2,kpost-api,KatchupAPI,65,,download,/v2/katchup/download/{uuid},GET,,text only,text only,Add a sample response.
P2,kpost-api,KatchupAPI,98,profile,,/v2/profile/downloadProfileImage/{kpostID},GET,,text only,no,Add a sample response.
P2,kpost-api,KatchupAPI,103,Group,,/v2/group/downloadGroupProfileImage/{{groupKpostID}/{kpostID},GET,,text only,no,Add a sample response.
P2,kpost-api,KatchupAPI,115,profile,,/v2/profile/downloadCoverImage/{kpostID},GET,,text only,no,Add a sample response.
P2,kpost-api,KatchupAPI,122,profile,,/v2/profile/sendAccountDeactivationOtp/,GET,,text only,no,Add a sample response.
P2,kpost-api,KatchupAPI,127,common,,/v2/common/getFlutterAppVersion/,GET,,text only,no,Add a sample response.
P2,kpost-api,KatchupAPI,128,profile,,/v2/profile/getlanguages/,GET,,text only,no,Add a sample response.
P2,kpost-api,KatchupAPI,129,profile,,/v2/profile/sendPrimaryOrSecondaryDeviceOtp/{requestType},GET,,text only,no,Add a sample response.
P2,kpost-api,KatchupAPI,135,katchup,,/v2/katchup/getUnopenedMessagesAndKmailsTotalCount/,GET,,text only,no,Add a sample response.
P2,kpost-api,KatchupAPI,142,Login,,/v2/signupLogin/userLogoutFromAllDevices/,GET,,text only,no,Add a sample response.
P2,kpost-api,KatchupAPI,145,AWS KMAIL,,/v2/aws/deleteAttachmentFromS3/{uuid},GET,,text only,no,Add a sample response.
P2,kpost-api,KatchupAPI,146,katchup,,/v2/katchup/getKatchupMessagesSubject,GET,,text only,no,Add a sample response.
P2,kpost-api,KatchupAPI,153,Kmail,,/kmail5/v2/readMail/getCopiesInfo/{kmailID},GET,,text only,no,Add a sample response.
P2,kpost-api,KatchupAPI,154,Kloud,,/kmail5/v2/kmailData/getKloudUsedData,GET,,text only,no,Add a sample response.
P2,kpost-api,KatchupAPI,155,Kecommerce,,/v2/ecommerce/getEcommerceDetails/,GET,,text only,no,Add a sample response.
P2,kpost-api,KatchupAPI,156,Katchup,,/v2/katchup/mediaStreaming/{uuid},GET,,text only,no,Add a sample response.
P2,kpost-api,KatchupAPI,163,Integration,,/redbus/updatecitylist,GET,,text only,no,Add a sample response.
P2,kpost-api,KatchupAPI,169,Katchup,,/v2/katchup/getSharedMessageDetails/{msgID},GET,,text only,no,Add a sample response.
P2,kpost-api,KatchupAPI,178,Admin,,/common/downloadCompanyLogo/{companyID},GET,,text only,no,Add a sample response.
P2,kpost-api,KatchupAPI,181,Group,,/kmail5/v2/readMail/downloadODAttachment,GET,,text only,no,Add a sample response.
P2,kpost-api,KatchupAPI,190,profile,,/v2/profile/downloadFullProfileImage/{kpostID},GET,,text only,no,Add a sample response.
P2,kpost-api,KatchupAPI,191,Group,,/v2/group/downloadGroupFullProfileImage/{{groupkpostID}/{kpostID},GET,,text only,no,Add a sample response.
P2,kpost-api,KatchupAPI,192,Katchup,,/v2/katchup/getAllReportMsg,GET,,text only,no,Add a sample response.
P2,kpost-api,KatchupAPI,204,Admin,,/admin/getBankAndCompanyDetails/{companyID},GET,,text only,no,Add a sample response.
P2,kpost-api,KatchupAPI,207,Kecommerce,,/v2/ecommerce/getAll,GET,,text only,no,Add a sample response.
P2,kpost-api,KatchupAPI,216,Profile,,/v2/profile/getSignatureImage,GET,,text only,no,Add a sample response.
P2,kpost-api,KatchupAPI,218,katchup,,/v2/katchup/downloadFromS3/{uuid},GET,,text only,no,Add a sample response.
P2,kpost-api,KatchupAPI,220,Contacts,,/v2/contacts/getblockContactDetails,GET,,text only,no,Add a sample response.
P2,kpost-api,KatchupAPI,222,General Setting,,/generalSetting/getPersonalize,GET,,text only,no,Add a sample response.
P2,kpost-api,KatchupAPI,227,General Setting,,/generalSetting/getAllNotification,GET,,text only,no,Add a sample response.
P2,kpost-api,KatchupAPI,228,Katchup,,/v2/katchup/downloadAttachment/{uuid},GET,,text only,no,Add a sample response.
P2,kpost-api,KatchupAPI,235,AI,,/ai/sessions,GET,,text only,no,Add a sample response.
P2,kpost-api,KatchupAPI,239,Kword,,/kword/documents/,GET,,text only,no,Add a sample response.
P2,kpost-api,KatchupAPI,240,Kword,,/kword/documents/{docId},GET,,text only,no,Add a sample response.
P2,kpost-api,KatchupAPI,241,Kword,,/kword/delete?docId={docId},GET,,text only,no,Add a sample response.
P2,kpost-api,KatchupAPI,245,KPresentation,,/kpresentation/presentations,GET,,text only,no,Add a sample response.
P2,kpost-api,KatchupAPI,246,KPresentation,,/kpresentation/presentations/{presentationId},GET,,text only,no,Add a sample response.
P2,kpost-api,KatchupAPI,247,KPresentation,,/delete?presentationId={presentationId},GET,,text only,no,Add a sample response.
P2,kpost-api,KatchupAPI,252,Common,,/v2/common/getCompanyNameExistOnKpostAndKsmacc/{companyName},GET,,text only,no,Add a sample response.
P2,kpost-api,KatchupAPI,253,Common,,/v2/common/getStates/,GET,,text only,no,Add a sample response.
P2,kpost-api,KatchupAPI,255,Knews,,/v2/knews/getAllCategories/,GET,,text only,no,Add a sample response.
P2,kpost-api,KatchupAPI,258,Knews,,/v2/knews/getAllNewsSource/,GET,,text only,no,Add a sample response.
P2,kpost-api,KatchupAPI,260,Knews,,/v2/knews/getKnewsSettings/,GET,,text only,no,Add a sample response.
P2,kpost-api,KatchupAPI,261,Kword,,/kword/presence/{docId},GET,,text only,no,Add a sample response.
P2,kpost-api,KatchupAPI,263,Kword,,/kword/exitDocument/{docId},GET,,text only,no,Add a sample response.
P2,kpost-api,KatchupAPI,264,Kword,,/kword/getAccessActivity/{docId},GET,,text only,no,Add a sample response.
P2,kpost-api,KatchupAPI,265,Kword,,/kword/getAllRevision/{docId},GET,,text only,no,Add a sample response.
P2,kpost-api,KDIARY,3,KDIARY- Schedule,,/dairySchedule/createSchedule,POST,,text only,yes,Add the request payload.
P2,kpost-api,KDIARY,4,KDIARY- Schedule,,/dairySchedule/getTodaySchedules,GET,,no,no,Add a sample response.
P2,kpost-api,KDIARY,6,KDIARY- Schedule,,/dairySchedule/updateEvent,POST,,no,yes,Add the request payload.
P2,kpost-api,KDIARY,7,KDIARY- Schedule,,/dairySchedule/getEvents,GET,,no,text only,Add a sample response.
P2,kpost-api,KDIARY,8,KDIARY- Schedule,,/dairySchedule/getEventDate,POST,,no,yes,Add the request payload.
P2,kpost-api,KDIARY,9,KDIARY- Schedule,,/dairySchedule/getEventSelectedDate,POST,,no,yes,Add the request payload.
P2,kpost-api,KDIARY,10,KDIARY- Schedule,,/dairySchedule/deleteEvent,POST,,no,yes,Add the request payload.
P2,kpost-api,KDIARY,11,KDIARY- Schedule,,/dairySchedule/addparticipants,POST,,no,yes,Add the request payload.
P2,kpost-api,KDIARY,12,KDIARY- Schedule,,/dairySchedule/updateScheduleRemarks,POST,,no,yes,Add the request payload.
P2,kpost-api,KDIARY,13,KDIARY- Report,,/dairySchedule/saveReport,POST,,no,yes,Add the request payload.
P2,kpost-api,KDIARY,14,KDIARY- Report,,/dairySchedule/editReport,POST,,no,yes,Add the request payload.
P2,kpost-api,KDIARY,15,KDIARY- Report,,/dairySchedule/getTodayReport,GET,,no,text only,Add a sample response.
P2,kpost-api,KDIARY,16,KDIARY- Report,,/dairySchedule/editScheduleEvent,POST,,no,yes,Add the request payload.
P2,kpost-api,V2 TESTED APIS,10,,,/v2/signupLogin/signup/,POST,,no,no,Add the request payload and a sample response.
P3,kmail-api,KMAILAPI,15,Kmail,,/common/getAllImportantMails/,POST,,yes,text only,Fix the JSON — prose is mixed into it (response-unparseable).
P3,kmail-api,KMAILAPI,20,Kmail,,/common/selectedContactMails/,POST,,text only,no,Fix the JSON — prose is mixed into it (request-unparseable).
P3,kmail-api,KMAILAPI,24,Kmail,,/draft/draftMail/,POST,,text only,yes,Fix the JSON — prose is mixed into it (request-unparseable).
P3,kmail-api,KMAILAPI,31,Kmail,,/readMail/sentAndInboxMailContent/,POST,,text only,yes,Fix the JSON — prose is mixed into it (request-unparseable).
P3,kmail-api,KMAILAPI,43,Kmail,,/common/clearStatusOfKmailsContacts/,POST,,text only,no,Fix the JSON — prose is mixed into it (request-unparseable).
P3,kmail-api,KMAILAPI,44,Kmail,,/draft/draftMailMultiPart,POST,,text only,no,Fix the JSON — prose is mixed into it (request-unparseable).
P3,kmail-api,KMAILAPI,54,Kmail,,/common/clearStatusOfAllKmailsContacts,POST,,text only,no,Fix the JSON — prose is mixed into it (request-unparseable).
P3,kpost-api,KatchupAPI,70,,,/v2/katchup/downloadThumbnail/{uuid},GET,,text only,text only,Fix the JSON — prose is mixed into it (response-unparseable).
P3,kpost-api,KDIARY,5,KDIARY- Schedule,,/dairySchedule/createEvent,POST,,no,text only,Fix the JSON — prose is mixed into it (response-unparseable).
P4,kmail-api,KMAILAPI,37,Kmail,,/common/postBoxContacts/,POST,,yes,no,Confirm which row is current (duplicate-of KMAILAPI:R5).
P4,kpost-api,KatchupAPI,89,KALLv2,,/v2/kall/todayKoolKall/,GET,,text only,yes,Confirm which row is current (duplicate-of KatchupAPI:R78).
P4,kpost-api,KatchupAPI,92,KALLv2,,/v2/kall/frequentKallContacts,GET,,text only,yes,Confirm which row is current (duplicate-of KatchupAPI:R54).
P4,kpost-api,KatchupAPI,94,KALLv2,,/v2/kall/clearKallHistory,GET,,text only,yes,Confirm which row is current (duplicate-of KatchupAPI:R57).
P5,kmail-api,KMAILAPI,7,Kmail,,/common/statusOfKmailsContacts/,POST,,text only,yes,None — retired (yellow). Confirm it can stay out of scope.
P5,kmail-api,KMAILAPI,21,Kmail,,/sentMail/postMail/,POST,,text only,yes,None — retired (yellow). Confirm it can stay out of scope.
P5,kmail-api,KMAILAPI,22,Kmail,,/sentMail/postMailMultiPart/,POST,,yes,yes,None — retired (yellow). Confirm it can stay out of scope.
P5,kmail-api,KMAILAPI,59,Kmail,,/kmailSetting/letterHeadUpload,POST,,text only,no,None — retired (yellow). Confirm it can stay out of scope.
P5,kpost-api,KatchupAPI,23,KALL,,/v2/dashboard/kallDashboard/,,,yes,yes,None — retired (yellow). Confirm it can stay out of scope.
P5,kpost-api,KatchupAPI,24,,,/v2/contacts/katchupContacts,GET,,text only,yes,None — retired (yellow). Confirm it can stay out of scope.
P5,kpost-api,KatchupAPI,29,,,/v2/contacts/fetchAdditionalKatchupContacts/,GET,,text only,yes,None — retired (yellow). Confirm it can stay out of scope.
P5,kpost-api,KatchupAPI,51,KALL,,/v2/kall/initiateKall,,,text only,yes,None — retired (yellow). Confirm it can stay out of scope.
P5,kpost-api,KatchupAPI,52,KALL,,/v2/kall/checkNewKall,GET,,text only,yes,None — retired (yellow). Confirm it can stay out of scope.
P5,kpost-api,KatchupAPI,53,KALL,,/v2/kall/getKallStatus,,GET?,yes,yes,None — retired (yellow). Confirm it can stay out of scope.
P5,kpost-api,KatchupAPI,54,KALL,,/v2/kall/frequentKallContacts,GET,,text only,yes,None — retired (yellow). Confirm it can stay out of scope.
P5,kpost-api,KatchupAPI,55,KALL,,/v2/kall/setKallStatus,,POST?,yes,yes,None — retired (yellow). Confirm it can stay out of scope.
P5,kpost-api,KatchupAPI,56,KALL,,/v2/kall/clearKallBykallIds,,POST?,yes,yes,None — retired (yellow). Confirm it can stay out of scope.
P5,kpost-api,KatchupAPI,57,KALL,,/v2/kall/clearKallHistory,GET,,text only,yes,None — retired (yellow). Confirm it can stay out of scope.
P5,kpost-api,KatchupAPI,58,KALL,,/v2/kall/katchupKall,,,yes,yes,None — retired (yellow). Confirm it can stay out of scope.
P5,kpost-api,KatchupAPI,59,KALL,,/v2/kall/joinKatchupKall,,,yes,yes,None — retired (yellow). Confirm it can stay out of scope.
P5,kpost-api,KatchupAPI,60,KALL,,/v2/kall/acceptKatchupKall,,,yes,yes,None — retired (yellow). Confirm it can stay out of scope.
P5,kpost-api,KatchupAPI,61,KALL,,/v2/kall/addMemberKatchupKall,,POST?,yes,yes,None — retired (yellow). Confirm it can stay out of scope.
P5,kpost-api,KatchupAPI,62,KALL,,/v2/kall/cancelScheduleKall,,,yes,yes,None — retired (yellow). Confirm it can stay out of scope.
P5,kpost-api,KatchupAPI,63,KALL,,/v2/kall/reScheduleKatchupKall,,,yes,yes,None — retired (yellow). Confirm it can stay out of scope.
P5,kpost-api,KatchupAPI,64,KALL,,/v2/kall/reScheduleKatchupKall,,,yes,yes,None — retired (yellow). Confirm it can stay out of scope.
P5,kpost-api,KatchupAPI,78,,,/v2/kall/todayKoolKall/,GET,,text only,yes,None — retired (yellow). Confirm it can stay out of scope.
P5,kpost-api,KatchupAPI,79,,,/kmail5/v2/sentMail/postMailMultiPart/,,POST?,yes,yes,None — retired (yellow). Confirm it can stay out of scope.
P5,kpost-api,KatchupAPI,86,KALLv2  Kool Kall,,/v2/kall/addMembersToKall,,POST?,yes,yes,None — retired (yellow). Confirm it can stay out of scope.
