Priority,Product,Tab,Row,Module,Endpoint,Path,Method,MethodFrom,NeedsConfirming,FillCell,Request,HasResponse,Action
P2,kpost-api,KatchupAPI,208,Common,,/v2/common/uniqueNameExist,POST,payload-rule,,KatchupAPI!Q208,payload,no,Add a sample response.
P2,kpost-api,KatchupAPI,209,Common,,/v2/common/saveUnsubscriberDetails,POST,payload-rule,,KatchupAPI!Q209,payload,no,Add a sample response.
P2,kpost-api,KatchupAPI,211,signupLoginForMediumAndLarge,,/signupLoginForMediumAndLarge/adminUserLogin,POST,payload-rule,,KatchupAPI!Q211,payload,no,Add a sample response.
P2,kpost-api,KatchupAPI,212,Common,,/v2/common/getCompanyDetailsByAdmin,POST,payload-rule,,KatchupAPI!Q212,payload,no,Add a sample response.
P2,kpost-api,KatchupAPI,213,katchup,,/v2/katchup/searchKatchUpMessageSubject,POST,payload-rule,,KatchupAPI!Q213,payload,no,Add a sample response.
P2,kpost-api,KatchupAPI,214,Profile,,/v2/profile/convertBase64ToImage,POST,payload-rule,,KatchupAPI!Q214,payload,no,Add a sample response.
P2,kpost-api,KatchupAPI,215,Profile,,/v2/profile/uploadImageToS3,POST,payload-rule,,KatchupAPI!Q215,file upload,no,Add a sample response.
P2,kpost-api,KatchupAPI,216,Profile,,/v2/profile/getSignatureImage,GET,request-note,,,no payload,no,Add a sample response.
P2,kpost-api,KatchupAPI,218,katchup,,/v2/katchup/downloadFromS3/{uuid},GET,request-note,,,no payload,no,Add a sample response.
P2,kpost-api,KatchupAPI,219,katchup,,/v2/katchup/sendMessageForForwardSelectedAttachment,POST,payload-rule,,KatchupAPI!Q219,payload,no,Add a sample response.
P2,kpost-api,KatchupAPI,220,Contacts,,/v2/contacts/getblockContactDetails,GET,request-note,,,no payload,no,Add a sample response.
P2,kpost-api,KatchupAPI,221,General Setting,,/generalSetting/fontSetting,POST,payload-rule,,KatchupAPI!Q221,payload,no,Add a sample response.
P2,kpost-api,KatchupAPI,222,General Setting,,/generalSetting/getPersonalize,GET,request-note,,,no payload,no,Add a sample response.
P2,kpost-api,KatchupAPI,223,General Setting,,/generalSetting/changeTheme,POST,payload-rule,,KatchupAPI!Q223,payload,no,Add a sample response.
P2,kpost-api,KatchupAPI,227,General Setting,,/generalSetting/getAllNotification,GET,request-note,,,no payload,no,Add a sample response.
P2,kpost-api,KatchupAPI,228,Katchup,,/v2/katchup/downloadAttachment/{uuid},GET,request-note,,,no payload,no,Add a sample response.
P2,kpost-api,KatchupAPI,229,Katchup,,/v2/katchup/generateThumbnailUsingUUID,POST,payload-rule,,KatchupAPI!Q229,payload,no,Add a sample response.
P2,kpost-api,KatchupAPI,231,Common,,/v2/common/getCompanyDetailsByMobileNoAndproductId,POST,payload-rule,,KatchupAPI!Q231,payload,no,Add a sample response.
P2,kpost-api,KatchupAPI,232,Common,,/v2/common/pinCode,POST,payload-rule,,KatchupAPI!Q232,payload,no,Add a sample response.
P2,kpost-api,KatchupAPI,233,Profile,,/v2/profile/getUserBasicDetailsUsingKpostID,POST,payload-rule,,KatchupAPI!Q233,payload,no,Add a sample response.
P2,kpost-api,KatchupAPI,235,AI,,/ai/sessions,GET,request-note,,,no payload,no,Add a sample response.
P2,kpost-api,KatchupAPI,236,AI,,/ai/messages/1,GET,payload-rule,,KatchupAPI!Q236,no payload,no,Add a sample response.
P2,kpost-api,KatchupAPI,238,Kword,,/kword/saveContent,POST,payload-rule,,KatchupAPI!Q238,payload,no,Add a sample response.
P2,kpost-api,KatchupAPI,239,Kword,,/kword/documents/,GET,request-note,,,no payload,no,Add a sample response.
P2,kpost-api,KatchupAPI,240,Kword,,/kword/documents/{docId},GET,request-note,,,no payload,no,Add a sample response.
P2,kpost-api,KatchupAPI,241,Kword,,/kword/delete?docId={docId},GET,request-note,,,no payload,no,Add a sample response.
P2,kpost-api,KatchupAPI,242,Kword,,/kword/share,POST,payload-rule,,KatchupAPI!Q242,payload,no,Add a sample response.
P2,kpost-api,KatchupAPI,243,KPresentation,,/kpresentation/create,POST,payload-rule,,KatchupAPI!Q243,payload,no,Add a sample response.
P2,kpost-api,KatchupAPI,244,KPresentation,,/kpresentation/savePresentation,POST,payload-rule,,KatchupAPI!Q244,payload,no,Add a sample response.
P2,kpost-api,KatchupAPI,245,KPresentation,,/kpresentation/presentations,GET,request-note,,,no payload,no,Add a sample response.
P2,kpost-api,KatchupAPI,246,KPresentation,,/kpresentation/presentations/{presentationId},GET,request-note,,,no payload,no,Add a sample response.
P2,kpost-api,KatchupAPI,247,KPresentation,,/delete?presentationId={presentationId},GET,request-note,,,no payload,no,Add a sample response.
P2,kpost-api,KatchupAPI,248,Common,,/v2/common/getUserDetailsByMobNo,POST,payload-rule,,KatchupAPI!Q248,payload,no,Add a sample response.
P2,kpost-api,KatchupAPI,251,Common,,/v2/common/getKpostIdUsingModule,POST,payload-rule,,KatchupAPI!Q251,payload,no,Add a sample response.
P2,kpost-api,KatchupAPI,252,Common,,/v2/common/getCompanyNameExistOnKpostAndKsmacc/{companyName},GET,request-note,,,no payload,no,Add a sample response.
P2,kpost-api,KatchupAPI,253,Common,,/v2/common/getStates/,GET,request-note,,,no payload,no,Add a sample response.
P2,kpost-api,KatchupAPI,254,Common,,/v2/common/getCitiesByRegionId/,POST,payload-rule,,KatchupAPI!Q254,payload,no,Add a sample response.
P2,kpost-api,KatchupAPI,255,Knews,,/v2/knews/getAllCategories/,GET,request-note,,,no payload,no,Add a sample response.
P2,kpost-api,KatchupAPI,256,Knews,,/v2/knews/getSubCategoriesByCategoryId/,POST,payload-rule,,KatchupAPI!Q256,payload,no,Add a sample response.
P2,kpost-api,KatchupAPI,257,Knews,,/v2/knews/getPublicationByLanguageId/,POST,payload-rule,,KatchupAPI!Q257,payload,no,Add a sample response.
P2,kpost-api,KatchupAPI,258,Knews,,/v2/knews/getAllNewsSource/,GET,request-note,,,no payload,no,Add a sample response.
P2,kpost-api,KatchupAPI,260,Knews,,/v2/knews/getKnewsSettings/,GET,request-note,,,no payload,no,Add a sample response.
P2,kpost-api,KatchupAPI,261,Kword,,/kword/presence/{docId},GET,request-note,,,no payload,no,Add a sample response.
P2,kpost-api,KatchupAPI,262,Kword,,/kword/joinDocument,POST,payload-rule,,KatchupAPI!Q262,payload,no,Add a sample response.
P2,kpost-api,KatchupAPI,263,Kword,,/kword/exitDocument/{docId},GET,request-note,,,no payload,no,Add a sample response.
P2,kpost-api,KatchupAPI,264,Kword,,/kword/getAccessActivity/{docId},GET,request-note,,,no payload,no,Add a sample response.
P2,kpost-api,KatchupAPI,265,Kword,,/kword/getAllRevision/{docId},GET,request-note,,,no payload,no,Add a sample response.
P2,kpost-api,KatchupAPI,267,Kword,,/kword/isConvertToKad,POST,payload-rule,,KatchupAPI!Q267,payload,no,Add a sample response.
P2,kpost-api,KDIARY,3,KDIARY- Schedule,,/dairySchedule/createSchedule,POST,method-column,,,no payload,yes,"Add the request payload — the method column says POST, which takes one."
P2,kpost-api,KDIARY,4,KDIARY- Schedule,,/dairySchedule/getTodaySchedules,GET,method-column,,,no payload,no,Add a sample response.
P2,kpost-api,KDIARY,6,KDIARY- Schedule,,/dairySchedule/updateEvent,POST,method-column,,,no payload,yes,"Add the request payload — the method column says POST, which takes one."
P2,kpost-api,KDIARY,7,KDIARY- Schedule,,/dairySchedule/getEvents,GET,method-column,,,no payload,text only,Add a sample response.
P2,kpost-api,KDIARY,8,KDIARY- Schedule,,/dairySchedule/getEventDate,POST,method-column,,,no payload,yes,"Add the request payload — the method column says POST, which takes one."
P2,kpost-api,KDIARY,9,KDIARY- Schedule,,/dairySchedule/getEventSelectedDate,POST,method-column,,,no payload,yes,"Add the request payload — the method column says POST, which takes one."
P2,kpost-api,KDIARY,10,KDIARY- Schedule,,/dairySchedule/deleteEvent,POST,method-column,,,no payload,yes,"Add the request payload — the method column says POST, which takes one."
P2,kpost-api,KDIARY,11,KDIARY- Schedule,,/dairySchedule/addparticipants,POST,method-column,,,no payload,yes,"Add the request payload — the method column says POST, which takes one."
P2,kpost-api,KDIARY,12,KDIARY- Schedule,,/dairySchedule/updateScheduleRemarks,POST,method-column,,,no payload,yes,"Add the request payload — the method column says POST, which takes one."
P2,kpost-api,KDIARY,13,KDIARY- Report,,/dairySchedule/saveReport,POST,method-column,,,no payload,yes,"Add the request payload — the method column says POST, which takes one."
P2,kpost-api,KDIARY,14,KDIARY- Report,,/dairySchedule/editReport,POST,method-column,,,no payload,yes,"Add the request payload — the method column says POST, which takes one."
P2,kpost-api,KDIARY,15,KDIARY- Report,,/dairySchedule/getTodayReport,GET,method-column,,,no payload,text only,Add a sample response.
P2,kpost-api,KDIARY,16,KDIARY- Report,,/dairySchedule/editScheduleEvent,POST,method-column,,,no payload,yes,"Add the request payload — the method column says POST, which takes one."
P3,kmail-api,KMAILAPI,15,Kmail,,/common/getAllImportantMails/,POST,method-column,,,payload,text only,"Fix the response sample — it is not valid JSON (prose or `0 or 1 or 2` style alternatives mixed in), so no schema can be inferred."
P3,kmail-api,KMAILAPI,20,Kmail,,/common/selectedContactMails/,POST,method-column,,,payload (sample broken),no,"Fix the request sample — it is not valid JSON (prose or `0 or 1 or 2` style alternatives mixed in), so no schema can be inferred."
P3,kmail-api,KMAILAPI,24,Kmail,,/draft/draftMail/,POST,method-column,,,payload (sample broken),yes,"Fix the request sample — it is not valid JSON (prose or `0 or 1 or 2` style alternatives mixed in), so no schema can be inferred."
P3,kmail-api,KMAILAPI,31,Kmail,,/readMail/sentAndInboxMailContent/,POST,method-column,,,payload (sample broken),yes,"Fix the request sample — it is not valid JSON (prose or `0 or 1 or 2` style alternatives mixed in), so no schema can be inferred."
P3,kmail-api,KMAILAPI,43,Kmail,,/common/clearStatusOfKmailsContacts/,POST,method-column,,,payload (sample broken),no,"Fix the request sample — it is not valid JSON (prose or `0 or 1 or 2` style alternatives mixed in), so no schema can be inferred."
P3,kmail-api,KMAILAPI,44,Kmail,,/draft/draftMailMultiPart,POST,method-column,,,payload (sample broken),no,"Fix the request sample — it is not valid JSON (prose or `0 or 1 or 2` style alternatives mixed in), so no schema can be inferred."
P3,kmail-api,KMAILAPI,54,Kmail,,/common/clearStatusOfAllKmailsContacts,POST,method-column,,,payload (sample broken),no,"Fix the request sample — it is not valid JSON (prose or `0 or 1 or 2` style alternatives mixed in), so no schema can be inferred."
P3,kpost-api,KatchupAPI,70,,,/v2/katchup/downloadThumbnail/{uuid},GET,request-note,,,no payload,text only,"Fix the response sample — it is not valid JSON (prose or `0 or 1 or 2` style alternatives mixed in), so no schema can be inferred."
P3,kpost-api,KatchupAPI,118,katchup,,/v2/katchup/forwardKatchupMessage/,POST,payload-rule,,KatchupAPI!Q118,payload,text only,"Fix the response sample — it is not valid JSON (prose or `0 or 1 or 2` style alternatives mixed in), so no schema can be inferred."
P3,kpost-api,KDIARY,5,KDIARY- Schedule,,/dairySchedule/createEvent,POST,method-column,,,no payload,text only,"Fix the response sample — it is not valid JSON (prose or `0 or 1 or 2` style alternatives mixed in), so no schema can be inferred."
P4,kmail-api,KMAILAPI,37,Kmail,,/common/postBoxContacts/,POST,method-column,,,payload,no,Confirm which row is current (duplicate-of KMAILAPI:R5).
P4,kpost-api,KatchupAPI,6,common,msStatus,/v2/common/msStatus/,GET,payload-rule,,KatchupAPI!Q6,no payload,text only,Confirm which row is current (duplicate-of V2 TESTED APIS:R6).
P4,kpost-api,KatchupAPI,89,KALLv2,,/v2/kall/todayKoolKall/,GET,request-note,,,no payload,yes,Confirm which row is current (duplicate-of KatchupAPI:R78).
P4,kpost-api,KatchupAPI,92,KALLv2,,/v2/kall/frequentKallContacts,GET,request-note,,,no payload,yes,Confirm which row is current (duplicate-of KatchupAPI:R54).
P4,kpost-api,KatchupAPI,93,KALLv2,,/v2/kall/clearKallBykallIds,POST,payload-rule,,KatchupAPI!Q93,payload,yes,Confirm which row is current (duplicate-of KatchupAPI:R56).
P4,kpost-api,KatchupAPI,94,KALLv2,,/v2/kall/clearKallHistory,GET,request-note,,,no payload,yes,Confirm which row is current (duplicate-of KatchupAPI:R57).
P4,kpost-api,KatchupAPI,151,KALL,,/v2/kall/getKallStatus,POST,payload-rule,,KatchupAPI!Q151,payload,no,Confirm which row is current (duplicate-of KatchupAPI:R53).
P4,kpost-api,Sheet3,10,,,/common/mobileNoExist/,POST,payload-rule,,Sheet3!H10,payload,yes,Confirm the v1 row is retired now that a /v2 row exists.
P4,kpost-api,Sheet3,12,,,/signupLogin/signup/,POST,payload-rule,,Sheet3!H12,payload,yes,Confirm the v1 row is retired now that a /v2 row exists.
P4,kpost-api,Sheet3,14,,,/v2/common/sendOTP/,POST,payload-rule,,Sheet3!H14,payload,yes,Confirm which row is current (duplicate-of V2 TESTED APIS:R8).
P4,kpost-api,Sheet3,16,,,/v2/common/validateOTP/,POST,payload-rule,,Sheet3!H16,payload,yes,Confirm which row is current (duplicate-of KatchupAPI:R8).
P4,kpost-api,Sheet3,17,,,/common/validateOTP/,GET,payload-rule,,Sheet3!H17,no payload,yes,Confirm the v1 row is retired now that a /v2 row exists.
P4,kpost-api,Sheet3,19,,,/v2/signupLogin/kpostIdExist/,POST,payload-rule,,Sheet3!H19,payload,yes,Confirm which row is current (duplicate-of KatchupAPI:R15).
P4,kpost-api,Sheet3,20,,,/v2/signupLogin/kpostIdExist/,POST,payload-rule,,Sheet3!H20,payload,yes,Confirm which row is current (duplicate-of KatchupAPI:R15).
P4,kpost-api,Sheet3,22,,,/v2/common/sendOTPtoMail/,POST,payload-rule,,Sheet3!H22,payload,yes,Confirm which row is current (duplicate-of KatchupAPI:R12).
P4,kpost-api,Sheet3,23,,,/v2/common/validateMailOTP/,POST,payload-rule,,Sheet3!H23,payload,yes,Confirm which row is current (duplicate-of KatchupAPI:R13).
P4,kpost-api,Sheet3,24,,,/v2/signupLogin/kpostIDsuggestionList/,POST,payload-rule,,Sheet3!H24,payload,yes,Confirm which row is current (duplicate-of KatchupAPI:R16).
P4,kpost-api,Sheet3,25,,,/v2/signupLogin/fetchUserDetails,POST,payload-rule,,Sheet3!H25,payload,yes,Confirm which row is current (duplicate-of KatchupAPI:R3).
P4,kpost-api,V2 TESTED APIS,5,,,/v2/signupLogin/fetchUserDetails,POST,method-column,,,payload,yes,Confirm which row is current (duplicate-of KatchupAPI:R3).
P4,kpost-api,V2 TESTED APIS,7,,,/v2/profile/changePassword,POST,method-column,,,payload,yes,Confirm which row is current (duplicate-of KatchupAPI:R7).
P4,kpost-api,V2 TESTED APIS,8,,,/v2/common/validateOTP/,POST,method-column,,,payload,yes,Confirm which row is current (duplicate-of KatchupAPI:R8).
P4,kpost-api,V2 TESTED APIS,10,,,/v2/signupLogin/signup/,POST,method-column,,,no payload,no,Confirm which row is current (duplicate-of KatchupAPI:R17).
P4,kpost-api,V2 TESTED APIS,11,,,/v2/common/mobileNoExist/,POST,method-column,,,payload,yes,Confirm which row is current (duplicate-of KatchupAPI:R14).
P5,kmail-api,KMAILAPI,7,Kmail,,/common/statusOfKmailsContacts/,POST,method-column,yes,KMAILAPI!C7,no payload,yes,None — retired (yellow). Confirm it can stay out of scope.
P5,kmail-api,KMAILAPI,21,Kmail,,/sentMail/postMail/,POST,method-column,,,payload (sample broken),yes,None — retired (yellow). Confirm it can stay out of scope.
P5,kmail-api,KMAILAPI,22,Kmail,,/sentMail/postMailMultiPart/,POST,method-column,,,payload,yes,None — retired (yellow). Confirm it can stay out of scope.
P5,kmail-api,KMAILAPI,59,Kmail,,/kmailSetting/letterHeadUpload,POST,method-column,,,file upload,no,None — retired (yellow). Confirm it can stay out of scope.
P5,kpost-api,KatchupAPI,23,KALL,,/v2/dashboard/kallDashboard/,POST,payload-rule,,KatchupAPI!Q23,payload,yes,None — retired (yellow). Confirm it can stay out of scope.
P5,kpost-api,KatchupAPI,24,,,/v2/contacts/katchupContacts,GET,request-note,,,no payload,yes,None — retired (yellow). Confirm it can stay out of scope.
P5,kpost-api,KatchupAPI,29,,,/v2/contacts/fetchAdditionalKatchupContacts/,GET,request-note,,,no payload,yes,None — retired (yellow). Confirm it can stay out of scope.
P5,kpost-api,KatchupAPI,51,KALL,,/v2/kall/initiateKall,POST,payload-rule,yes,KatchupAPI!Q51,payload (sample broken),yes,None — retired (yellow). Confirm it can stay out of scope.
P5,kpost-api,KatchupAPI,52,KALL,,/v2/kall/checkNewKall,GET,request-note,,,no payload,yes,None — retired (yellow). Confirm it can stay out of scope.
P5,kpost-api,KatchupAPI,53,KALL,,/v2/kall/getKallStatus,POST,payload-rule,,KatchupAPI!Q53,payload,yes,None — retired (yellow). Confirm it can stay out of scope.
P5,kpost-api,KatchupAPI,54,KALL,,/v2/kall/frequentKallContacts,GET,request-note,,,no payload,yes,None — retired (yellow). Confirm it can stay out of scope.
P5,kpost-api,KatchupAPI,55,KALL,,/v2/kall/setKallStatus,POST,payload-rule,,KatchupAPI!Q55,payload,yes,None — retired (yellow). Confirm it can stay out of scope.
P5,kpost-api,KatchupAPI,56,KALL,,/v2/kall/clearKallBykallIds,POST,payload-rule,,KatchupAPI!Q56,payload,yes,None — retired (yellow). Confirm it can stay out of scope.
P5,kpost-api,KatchupAPI,57,KALL,,/v2/kall/clearKallHistory,GET,request-note,,,no payload,yes,None — retired (yellow). Confirm it can stay out of scope.
P5,kpost-api,KatchupAPI,58,KALL,,/v2/kall/katchupKall,POST,payload-rule,,KatchupAPI!Q58,payload,yes,None — retired (yellow). Confirm it can stay out of scope.
P5,kpost-api,KatchupAPI,59,KALL,,/v2/kall/joinKatchupKall,POST,payload-rule,,KatchupAPI!Q59,payload,yes,None — retired (yellow). Confirm it can stay out of scope.
P5,kpost-api,KatchupAPI,60,KALL,,/v2/kall/acceptKatchupKall,POST,payload-rule,,KatchupAPI!Q60,payload,yes,None — retired (yellow). Confirm it can stay out of scope.
P5,kpost-api,KatchupAPI,61,KALL,,/v2/kall/addMemberKatchupKall,POST,payload-rule,,KatchupAPI!Q61,payload,yes,None — retired (yellow). Confirm it can stay out of scope.
P5,kpost-api,KatchupAPI,62,KALL,,/v2/kall/cancelScheduleKall,POST,payload-rule,,KatchupAPI!Q62,payload,yes,None — retired (yellow). Confirm it can stay out of scope.
P5,kpost-api,KatchupAPI,63,KALL,,/v2/kall/reScheduleKatchupKall,POST,payload-rule,,KatchupAPI!Q63,payload,yes,None — retired (yellow). Confirm it can stay out of scope.
P5,kpost-api,KatchupAPI,64,KALL,,/v2/kall/reScheduleKatchupKall,POST,payload-rule,,KatchupAPI!Q64,payload,yes,None — retired (yellow). Confirm it can stay out of scope.
P5,kpost-api,KatchupAPI,78,,,/v2/kall/todayKoolKall/,GET,request-note,,,no payload,yes,None — retired (yellow). Confirm it can stay out of scope.
P5,kpost-api,KatchupAPI,79,,,/kmail5/v2/sentMail/postMailMultiPart/,POST,payload-rule,,KatchupAPI!Q79,payload,yes,None — retired (yellow). Confirm it can stay out of scope.
P5,kpost-api,KatchupAPI,86,KALLv2  Kool Kall,,/v2/kall/addMembersToKall,POST,payload-rule,,KatchupAPI!Q86,payload,yes,None — retired (yellow). Confirm it can stay out of scope.
